Species,Family,BE,Letzter_Nachweis,Deutscher_Name,Reference
Leiodes hybrida,Leiodidae,0,vor 1845,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Leiodes litura,Leiodidae,0,vor 1909,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Leiodes nigrita,Leiodidae,0,vor 1909,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Leiodes picea,Leiodidae,0,vor 1909,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Leiodes rubiginosa,Leiodidae,0,vor 1845,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Zeadolopus latipes,Leiodidae,0,vor 1845,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Cephennium gallicum,Staphylinidae,0,1994,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Euconnus rutilipennis,Staphylinidae,0,vor 2005,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Micropeplus caelatus,Staphylinidae,0,1914,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Micropeplus porcatus,Staphylinidae,0,1922,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bryaxis clavicornis,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Pselaphaulax dresdensis,Staphylinidae,0,1970,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Lordithon pulchellus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Mycetoporus reichei,Staphylinidae,0,vor 1900,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tachinus bipustulatus,Staphylinidae,0,1921,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tachinus scapularis,Staphylinidae,0,1958,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tachyporus tersus,Staphylinidae,0,1967,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Aleochara fumata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Aleochara funebris,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Aleochara moerens,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Aleochara moesta,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Aleochara signata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Alevonota gracilienta,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Amarochara bonnairei,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta arctica,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta balcanicola,Staphylinidae,0,1977,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta boreella,Staphylinidae,0,1967,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta clientula,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta ganglbaueri,Staphylinidae,0,1946,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta hygrobia,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta liliputana,Staphylinidae,0,1968,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta myrmecobia,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta nigripes,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta pervagata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta sequanica,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta sodermani,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta strandiella,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Atheta subsinuata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Calodera rubens,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Cypha pulicaria,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Cypha seminulum,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Cyphaea curtula,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Dacrila fallax,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Dasygnypeta velata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Deinopsis erosa,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Dinarda dentata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Dochmonota rudiventris,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Encephalus complicans,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Euryusa coarctata,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Falagrioma thoracica,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Gnypeta carbonaria,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Gnypeta ripicola,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Gymnusa brevicollis,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Hygropora cunctans,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Notothecta confusa,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Oxypoda induta,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Oxypoda lentula,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Oxypoda nigrocincta,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tachyusa scitula,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tetralaucopora rubicunda,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tomoglossa luteicornis,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Zoosetha inconspicua,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Anotylus pumilus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Aploderus caesus,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bledius baudii,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bledius denticollis,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bledius fergussoni,Staphylinidae,0,vor 1837,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bledius pygmaeus,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bledius tibialis,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Coprophilus striatulus,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Deleaster dichrous,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Manda mandibularis,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Syntomium aeneum,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Thinobius brevipennis,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Thinobius flagellatus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Thinobius pusillimus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Stenus bohemicus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Stenus palposus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Stenus pumilio,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Stenus sylvester,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Medon apicalis,Staphylinidae,0,1884,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Paederus limnophilus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Rugilus angustatus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Rugilus geniculatus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Scopaeus minimus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tetartopeus sphagnetorum,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Bisnius scribae,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Dinothenarus fossor,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Dinothenarus pubescens,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Ocypus aeneocephalus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Philonthus ebeninus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Philonthus nitidus,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Philonthus rufipes,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Quedius fulgidus,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Rabigus pullus,Staphylinidae,0,vor 1950,,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Staphylinus caesareus,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
Tasgius pedator,Staphylinidae,0,KORGE (2005),,Rote Liste und Gesamtartenliste der Kurzflügelkäferartigen und Stutzkäfer (Coleoptera: Staphylinoidea und Histeridae) von Berlin
